stock_code,data_points,date_start,date_end,best_C,best_gamma,is_accuracy,is_precision,is_recall,oos_trades,oos_win_rate,oos_total_return_pct,oos_avg_return_pct,oos_max_drawdown_pct,oos_accuracy,oos_precision,oos_recall
600765,2419,2015-07-21,2025-07-21,1.0000,0.1000,88.64,76.40,83.29,112,38.39,-13.06,-0.12,48.52,58.09,25.57,31.84
600768,2121,2015-07-21,2025-07-21,100.0000,0.0100,91.38,72.94,90.20,79,48.10,35.10,0.44,38.58,70.04,37.04,35.53
600769,2399,2015-07-21,2025-07-21,100.0000,0.0050,78.17,58.05,75.65,88,48.86,165.97,1.89,27.91,53.00,33.33,33.13
600770,2346,2015-07-21,2025-07-21,1.0000,0.1000,86.23,67.73,86.30,86,37.21,-37.88,-0.44,58.85,62.68,24.61,30.00
600771,2340,2015-07-21,2025-07-21,100.0000,0.0100,81.13,64.12,77.44,82,31.71,-37.58,-0.46,60.73,67.18,23.96,28.11
600773,2314,2015-07-21,2025-07-21,100.0000,0.0100,85.14,75.66,82.34,78,39.74,-21.93,-0.28,39.98,65.81,31.91,33.78
600774,2410,2015-07-21,2025-07-21,10.0000,0.0500,91.67,78.24,93.63,99,47.47,10.65,0.11,37.18,59.94,29.94,39.59
600775,2414,2015-07-21,2025-07-21,1.0000,0.1000,90.11,78.19,83.76,105,40.00,-35.91,-0.34,64.44,60.55,39.49,34.94
600776,2430,2015-07-21,2025-07-21,100.0000,0.0100,81.64,63.05,80.51,79,46.84,43.95,0.56,27.17,67.27,27.10,27.49
600777,2220,2015-12-17,2025-07-21,100.0000,0.0050,70.85,42.21,75.51,105,39.05,-9.94,-0.09,39.83,51.16,25.71,42.49
600778,2365,2015-10-13,2025-07-21,10.0000,0.0500,94.34,80.00,97.22,102,35.29,-44.46,-0.44,57.85,55.12,25.38,23.76
600779,2427,2015-07-21,2025-07-21,100.0000,0.0500,99.22,98.63,99.48,102,35.29,-39.79,-0.39,58.02,64.48,27.16,47.06
600780,2430,2015-07-21,2025-07-21,1.0000,0.1000,89.48,51.18,97.44,59,47.46,24.90,0.42,28.36,64.83,30.58,25.00
600782,2422,2015-07-21,2025-07-21,1.0000,0.0500,76.19,59.12,76.59,62,50.00,33.45,0.54,42.60,69.50,27.75,33.87
600783,2429,2015-07-21,2025-07-21,10.0000,0.0500,92.23,83.47,86.70,73,46.58,25.89,0.35,38.98,70.34,26.18,26.46
600784,2264,2015-07-21,2025-07-21,100.0000,0.0050,80.47,50.63,76.72,68,54.41,43.50,0.64,29.25,69.02,22.88,37.50
600785,2364,2015-07-21,2025-07-21,100.0000,0.0100,87.79,57.14,94.55,77,40.26,-24.69,-0.32,48.37,58.93,25.76,27.31
600787,2430,2015-07-21,2025-07-21,100.0000,0.0100,85.10,52.69,88.79,80,47.50,44.86,0.56,27.99,65.89,18.32,30.77
600789,2421,2015-07-21,2025-07-21,100.0000,0.0100,82.41,60.20,87.22,81,51.85,54.21,0.67,20.79,54.94,17.39,40.24
600790,2410,2015-08-18,2025-07-21,10.0000,0.1000,99.86,98.25,100.00,30,53.33,18.66,0.62,18.11,83.97,12.73,6.42
600791,2430,2015-07-21,2025-07-21,1.0000,0.1000,85.66,65.26,89.08,110,45.45,49.21,0.45,29.64,58.16,37.50,41.75
600792,2423,2015-07-21,2025-07-21,10.0000,0.0500,94.40,84.21,94.40,81,43.21,50.84,0.63,35.90,63.16,29.46,31.54
600793,2292,2016-01-15,2025-07-21,10.0000,0.0500,92.57,80.65,95.58,69,36.23,-34.39,-0.50,38.92,68.39,34.48,26.43
600794,2301,2015-07-21,2025-07-21,10.0000,0.0500,91.03,71.19,93.33,66,43.94,8.88,0.13,31.99,65.96,18.50,16.41
600795,2366,2015-07-21,2025-07-21,100.0000,0.0100,95.13,54.42,100.00,58,51.72,44.71,0.77,23.56,71.71,25.29,24.43
600796,2195,2015-07-21,2025-07-21,100.0000,0.0050,82.82,58.35,79.93,61,49.18,59.40,0.97,15.19,74.00,23.12,40.35
600797,2363,2015-07-21,2025-07-21,100.0000,0.0100,82.62,63.89,83.78,98,52.04,109.37,1.12,28.95,61.00,33.11,39.06
600798,2304,2015-07-21,2025-07-21,0.1000,0.1000,55.22,30.42,80.34,98,45.92,14.51,0.15,30.17,51.57,20.22,60.26
600800,2310,2015-07-21,2025-07-21,1.0000,0.0500,77.60,57.55,80.05,78,48.72,100.23,1.29,28.14,64.84,29.21,43.81
600801,2427,2015-07-21,2025-07-21,100.0000,0.1000,100.00,100.00,100.00,93,43.01,37.35,0.40,44.78,64.16,24.71,30.92
600802,2430,2015-07-21,2025-07-21,10.0000,0.0050,70.06,46.93,70.88,57,38.60,-34.74,-0.61,43.41,71.40,25.57,34.36
600803,2367,2015-07-21,2025-07-21,100.0000,0.0100,80.91,61.43,83.20,97,47.42,113.32,1.17,28.93,61.37,20.47,45.75
600805,2430,2015-07-21,2025-07-21,1.0000,0.0500,88.42,59.05,84.16,78,41.03,-3.02,-0.04,23.71,62.18,26.33,36.74
600807,2177,2015-08-14,2025-07-21,100.0000,0.0100,82.28,70.25,77.53,89,43.82,55.57,0.62,35.66,61.33,33.79,42.24
600808,2430,2015-07-21,2025-07-21,10.0000,0.0500,93.08,78.57,95.65,93,37.63,-0.43,-0.00,44.19,64.62,21.09,33.14
600809,2418,2015-07-21,2025-07-21,100.0000,0.0500,99.01,98.31,99.32,115,46.96,31.13,0.27,25.04,51.60,21.26,40.55
600810,2396,2015-07-21,2025-07-21,100.0000,0.0100,81.65,65.11,87.47,89,48.31,41.62,0.47,29.87,63.48,18.18,42.34
600812,2420,2015-07-21,2025-07-21,10.0000,0.0100,74.04,45.35,75.39,72,47.22,27.72,0.39,38.84,68.94,30.86,40.72
600814,2421,2015-07-21,2025-07-21,100.0000,0.0500,99.57,97.76,100.00,81,48.15,111.82,1.38,30.71,68.33,31.53,32.41
600815,2421,2015-07-21,2025-07-21,10.0000,0.0100,74.47,47.75,75.89,80,43.75,17.23,0.22,31.99,58.87,21.57,30.99
600816,2364,2015-07-21,2025-07-21,10.0000,0.0500,90.33,74.75,91.04,75,38.67,-35.37,-0.47,49.24,68.63,22.22,21.28
600817,2100,2015-08-07,2025-07-21,100.0000,0.0050,79.64,46.10,87.50,95,41.05,18.80,0.20,43.85,54.31,26.53,43.33
600818,2346,2015-07-21,2025-07-21,10.0000,0.0500,93.92,83.57,96.16,93,47.31,72.79,0.78,49.73,56.31,34.04,31.17
600819,2430,2015-07-21,2025-07-21,10.0000,0.0100,74.29,44.31,72.31,88,47.73,32.68,0.37,24.72,54.77,22.22,32.07
600820,2430,2015-07-21,2025-07-21,1.0000,0.0500,88.77,41.83,88.98,51,43.14,-6.65,-0.13,25.39,76.80,10.59,21.18
600821,2359,2015-07-21,2025-07-21,100.0000,0.1000,100.00,100.00,100.00,72,43.06,-17.63,-0.24,41.75,65.83,21.92,25.26
600822,2284,2015-07-21,2025-07-21,10.0000,0.0500,94.35,85.33,94.12,85,50.59,52.54,0.62,29.38,62.87,29.57,28.94
600824,2420,2015-07-21,2025-07-21,100.0000,0.0100,92.98,62.50,96.27,57,52.63,59.50,1.04,24.76,66.60,20.77,22.28
600825,2366,2015-07-21,2025-07-21,10.0000,0.0500,92.52,77.84,94.67,109,43.12,84.88,0.78,31.56,58.22,32.49,37.73
600826,2419,2015-07-21,2025-07-21,100.0000,0.0500,99.86,99.12,100.00,66,50.00,58.54,0.89,20.63,68.72,20.87,24.71
600827,2430,2015-07-21,2025-07-21,10.0000,0.0100,78.53,43.25,77.14,72,38.89,16.84,0.23,23.77,68.43,27.99,41.67
600828,2286,2015-11-05,2025-07-21,1.0000,0.1000,91.80,68.10,90.48,69,50.72,139.51,2.02,16.68,64.15,29.58,27.27
600829,2332,2015-07-21,2025-07-21,100.0000,0.0100,86.07,63.13,85.32,85,50.59,104.50,1.23,19.12,59.78,28.94,38.63
600830,2430,2015-07-21,2025-07-21,100.0000,0.1000,100.00,100.00,100.00,85,51.76,196.02,2.31,20.21,67.27,42.23,31.41
600831,2429,2015-07-21,2025-07-21,100.0000,0.0100,89.47,73.04,88.43,97,48.45,56.25,0.58,36.80,59.85,32.39,38.58
600833,2428,2015-07-21,2025-07-21,100.0000,0.0100,87.34,61.59,92.73,82,53.66,167.00,2.04,21.99,62.08,32.29,36.33
600834,2347,2015-07-21,2025-07-21,100.0000,0.0100,86.97,58.24,86.86,74,45.95,-7.41,-0.10,36.65,64.98,14.51,26.81
600835,2430,2015-07-21,2025-07-21,100.0000,0.0500,100.00,100.00,100.00,47,46.81,-2.57,-0.05,24.50,72.56,24.27,12.14
600838,2430,2015-07-21,2025-07-21,1.0000,0.0500,77.90,46.46,82.73,93,50.54,176.22,1.89,36.07,61.23,31.72,35.38
600839,2426,2015-07-21,2025-07-21,10.0000,0.0100,79.76,41.62,74.55,78,50.00,67.02,0.86,39.19,65.32,31.88,29.92
600841,2419,2015-07-21,2025-07-21,100.0000,0.0500,99.50,98.12,100.00,113,42.48,14.12,0.12,61.06,56.49,29.09,35.42
600843,2320,2015-07-21,2025-07-21,10.0000,0.0100,82.00,51.01,80.88,91,45.05,5.36,0.06,38.41,65.44,37.25,47.23
600844,2323,2015-07-21,2025-07-21,100.0000,0.0500,99.48,98.44,99.74,88,40.91,36.72,0.42,45.28,63.53,32.77,31.05
600845,2428,2015-07-21,2025-07-21,10.0000,0.0500,87.27,74.56,92.39,92,35.87,-45.13,-0.49,54.36,62.50,20.00,34.48
600846,2422,2015-07-21,2025-07-21,1.0000,0.0500,83.56,61.38,74.77,44,50.00,39.53,0.90,18.53,73.86,20.80,15.03
600847,2238,2015-07-21,2025-07-21,10.0000,0.0500,92.08,73.97,97.12,68,50.00,27.91,0.41,28.93,54.72,26.36,20.07
600848,2269,2015-07-21,2025-07-21,100.0000,0.0100,82.94,66.41,86.51,67,40.30,-12.53,-0.19,27.69,73.64,18.02,44.44
600850,2341,2015-07-21,2025-07-21,100.0000,0.0100,85.24,63.53,85.44,105,39.05,-37.06,-0.35,62.36,61.50,30.48,42.29
600851,2410,2015-07-21,2025-07-21,10.0000,0.0500,93.23,77.55,97.75,78,48.72,54.21,0.70,28.59,61.86,19.45,32.02
600853,2397,2015-07-21,2025-07-21,100.0000,0.0100,86.82,59.79,89.23,94,37.23,-37.72,-0.40,56.79,58.75,29.81,37.80
600854,2430,2015-07-21,2025-07-21,10.0000,0.0500,96.05,82.94,98.02,61,45.90,11.51,0.19,32.91,67.06,24.14,23.79
600855,2299,2015-07-21,2025-07-21,100.0000,0.0100,83.77,65.17,89.52,103,48.54,109.82,1.07,25.03,65.70,38.19,50.64
600857,2408,2015-07-21,2025-07-21,100.0000,0.0050,82.03,50.56,87.16,73,47.95,87.43,1.20,40.75,64.00,33.02,46.49
600858,2410,2015-07-21,2025-07-21,10.0000,0.0500,93.52,73.37,97.93,72,40.28,-16.31,-0.23,29.57,64.85,21.29,20.19
600859,2232,2015-07-21,2025-07-21,1.0000,0.1000,82.42,53.38,89.11,83,34.94,-45.81,-0.55,51.20,70.52,32.07,44.71
600860,2305,2015-12-14,2025-07-21,10.0000,0.0500,93.96,84.32,95.95,94,45.74,77.98,0.83,37.03,59.84,38.43,30.69
600861,2419,2015-07-21,2025-07-21,1.0000,0.0500,79.70,55.94,79.36,106,42.45,64.45,0.61,32.95,57.13,34.68,62.93
600862,2425,2015-07-21,2025-07-21,100.0000,0.0100,82.52,70.30,81.58,94,36.17,-33.91,-0.36,60.15,62.63,25.70,34.11
600863,2412,2015-07-21,2025-07-21,1.0000,0.1000,96.01,68.39,99.17,39,58.97,36.17,0.93,24.33,74.39,14.85,8.88
600864,2356,2015-07-21,2025-07-21,10.0000,0.0100,81.91,54.59,73.50,76,46.05,33.42,0.44,19.79,67.65,26.05,34.07
600865,2425,2015-07-21,2025-07-21,10.0000,0.0500,93.84,76.27,95.26,69,39.13,-31.19,-0.45,48.39,68.26,25.59,27.55
600866,2277,2015-11-03,2025-07-21,10.0000,0.0500,92.22,75.54,95.53,77,40.26,-19.83,-0.26,51.38,62.51,27.32,23.53
600867,2399,2015-08-14,2025-07-21,1.0000,0.0500,80.03,47.33,87.40,43,46.51,-5.91,-0.14,33.55,79.40,17.53,29.35
600868,2421,2015-07-21,2025-07-21,10.0000,0.0500,94.04,76.90,95.67,78,38.46,-17.61,-0.23,42.53,68.97,17.78,27.21
600869,2398,2015-07-31,2025-07-21,1.0000,0.0500,83.31,55.33,80.80,128,35.94,-38.80,-0.30,61.68,55.04,32.56,61.26
600871,2399,2015-07-21,2025-07-21,100.0000,0.0500,99.93,99.47,100.00,50,34.00,-11.28,-0.23,35.91,75.86,9.21,13.86
600872,2397,2015-09-08,2025-07-21,100.0000,0.0050,74.50,53.85,83.17,97,38.14,-25.20,-0.26,48.81,50.70,19.55,37.09
600873,2309,2015-07-21,2025-07-21,10.0000,0.0500,94.94,77.50,97.75,66,51.52,7.27,0.11,30.99,66.41,11.93,19.26
600874,2423,2015-07-21,2025-07-21,100.0000,0.0100,90.22,62.93,91.40,49,53.06,10.58,0.22,18.97,83.01,19.26,33.77
600875,2354,2015-07-21,2025-07-21,100.0000,0.0050,80.29,43.59,86.98,94,35.11,-57.98,-0.62,68.44,65.32,29.39,48.94
600876,2301,2015-07-21,2025-07-21,10.0000,0.0500,88.94,75.58,91.82,93,41.94,9.04,0.10,54.23,59.46,26.59,42.51
600877,2179,2015-07-21,2025-07-21,100.0000,0.0100,81.19,65.03,82.60,67,38.81,-23.78,-0.35,36.44,60.90,22.59,27.14
600879,2382,2015-09-16,2025-07-21,1.0000,0.0050,68.20,34.09,57.49,81,44.44,-5.86,-0.07,37.27,73.08,30.32,41.36
600880,2262,2015-07-21,2025-07-21,10.0000,0.1000,99.70,98.41,100.00,65,46.15,32.83,0.51,35.18,59.75,39.77,21.38
600881,2421,2015-07-21,2025-07-21,10.0000,0.0500,98.79,89.63,100.00,45,37.78,-3.28,-0.07,45.54,71.94,19.83,11.86
600882,2292,2015-11-30,2025-07-21,1.0000,0.1000,85.82,70.71,90.84,112,41.96,48.08,0.43,47.03,52.98,31.46,55.34
600883,2424,2015-07-21,2025-07-21,1.0000,0.1000,88.67,74.70,84.57,65,46.15,-5.70,-0.09,49.95,74.42,31.75,34.88
600884,2422,2015-07-21,2025-07-21,1.0000,0.0500,71.37,55.72,77.08,99,43.43,19.49,0.20,47.56,66.42,36.11,51.77
600885,2430,2015-07-21,2025-07-21,100.0000,0.0100,81.92,63.85,81.86,84,42.86,-26.51,-0.32,51.93,67.37,20.77,34.62
600886,2389,2015-09-18,2025-07-21,10.0000,0.0500,97.56,74.81,100.00,44,50.00,7.51,0.17,17.74,82.11,15.46,15.15
600887,2406,2015-07-21,2025-07-21,10.0000,0.0500,91.36,70.00,99.64,67,49.25,2.03,0.03,34.05,67.70,8.42,30.67
600888,2385,2015-07-21,2025-07-21,100.0000,0.0500,98.92,96.27,99.72,82,51.22,27.97,0.34,25.51,69.33,17.06,36.44
600889,2401,2015-07-21,2025-07-21,1.0000,0.1000,87.20,72.32,85.49,84,50.00,121.36,1.44,26.96,63.77,38.89,37.77
600892,2362,2015-07-21,2025-07-21,100.0000,0.0050,75.93,54.44,73.40,137,41.61,35.33,0.26,41.56,50.82,36.59,42.44
600893,2395,2015-07-21,2025-07-21,1.0000,0.1000,90.25,72.38,91.00,73,39.73,-2.15,-0.03,34.07,69.25,22.41,32.91
600894,2429,2015-07-21,2025-07-21,1.0000,0.0500,83.89,47.98,89.62,80,42.50,-3.14,-0.04,30.11,71.93,28.73,50.99
600895,2427,2015-07-21,2025-07-21,1.0000,0.0500,85.57,58.01,88.52,90,42.22,36.55,0.41,29.88,64.26,33.96,46.58
600897,2430,2015-07-21,2025-07-21,100.0000,0.0100,90.47,42.17,97.98,53,54.72,27.79,0.52,13.31,76.06,9.09,19.51
600900,2336,2015-11-16,2025-07-21,1.0000,0.1000,99.71,86.21,100.00,2,50.00,2.35,1.18,2.39,96.58,0.00,0.00
600901,1794,2018-03-01,2025-07-21,0.1000,0.0100,82.69,27.66,54.74,22,45.45,-15.02,-0.68,41.13,83.91,32.05,30.12
600903,1858,2017-11-07,2025-07-21,1.0000,0.0500,83.96,60.20,78.21,56,42.86,-8.56,-0.15,37.58,69.97,19.37,37.76
600905,997,2021-06-10,2025-07-21,100.0000,0.0500,100.00,100.00,100.00,5,60.00,-1.30,-0.26,3.83,92.45,0.00,0.00
600906,1021,2021-05-07,2025-07-21,1.0000,0.1000,93.51,74.26,98.06,21,23.81,-23.30,-1.11,25.78,67.72,5.68,11.11
600908,2136,2016-09-23,2025-07-21,10.0000,0.0100,79.26,39.60,74.05,49,42.86,-3.57,-0.07,25.97,80.65,7.38,16.07
600909,2088,2016-12-06,2025-07-21,100.0000,0.0500,99.50,96.97,100.00,46,43.48,-4.27,-0.09,21.58,78.84,17.39,14.41
600916,1077,2021-02-05,2025-07-21,1.0000,0.0500,89.07,66.24,88.89,16,62.50,29.91,1.87,10.28,81.39,25.45,29.17
600917,2425,2015-07-21,2025-07-21,100.0000,0.0100,83.30,54.17,90.15,77,40.26,-27.70,-0.36,41.34,67.52,13.91,47.73
600918,1245,2020-06-03,2025-07-21,10.0000,0.0500,98.30,92.36,99.25,13,61.54,14.67,1.13,12.04,79.79,4.76,7.89
600919,2171,2016-08-02,2025-07-21,10.0000,0.1000,99.84,97.98,100.00,25,52.00,21.00,0.84,11.24,87.28,10.00,7.46
600925,560,2023-03-29,2025-07-21,100.0000,0.0500,100.00,100.00,100.00,1,0.00,-1.56,-1.56,1.56,94.39,0.00,0.00
600926,2122,2016-10-27,2025-07-21,100.0000,0.0500,99.84,98.91,100.00,40,35.00,-31.55,-0.79,35.12,82.10,10.53,9.20
600927,865,2021-12-23,2025-07-21,100.0000,0.0500,100.00,100.00,100.00,10,30.00,-8.70,-0.87,16.31,73.27,3.57,1.69
600928,1551,2019-03-01,2025-07-21,100.0000,0.0500,100.00,100.00,100.00,6,50.00,5.01,0.84,3.86,88.03,23.08,10.53
600929,1772,2018-03-26,2025-07-21,100.0000,0.0500,99.90,99.59,100.00,31,29.03,-27.04,-0.87,43.39,83.41,19.48,22.73
600933,1854,2017-11-17,2025-07-21,100.0000,0.0100,85.05,74.75,83.52,96,42.71,-0.15,-0.00,39.49,57.00,34.54,49.30
600935,884,2021-11-26,2025-07-21,100.0000,0.0100,97.75,79.25,100.00,20,35.00,3.20,0.16,17.99,69.94,14.04,14.04
600936,2168,2016-08-15,2025-07-21,10.0000,0.0500,97.77,88.15,98.41,71,45.07,16.18,0.23,40.11,60.36,33.97,26.69
600938,788,2022-04-21,2025-07-21,10.0000,0.1000,100.00,100.00,100.00,15,33.33,-15.51,-1.03,21.15,76.74,8.57,7.89
600939,2045,2017-02-21,2025-07-21,1.0000,0.0500,81.27,50.00,80.18,55,40.00,4.07,0.07,30.23,68.48,16.49,25.20
600941,857,2022-01-05,2025-07-21,10.0000,0.0100,86.44,52.07,91.30,17,58.82,13.70,0.81,9.21,69.21,1.22,5.88
600955,929,2021-09-15,2025-07-21,10.0000,0.1000,100.00,100.00,100.00,6,16.67,-17.63,-2.94,17.63,79.94,0.00,0.00
600956,1229,2020-06-29,2025-07-21,10.0000,0.0010,67.63,43.67,79.23,5,60.00,0.80,0.16,8.79,86.21,6.25,2.00
600958,2418,2015-07-21,2025-07-21,100.0000,0.1000,100.00,100.00,100.00,67,46.27,-6.07,-0.09,39.87,73.62,22.82,20.36
600959,2328,2015-07-21,2025-07-21,10.0000,0.0500,99.34,92.37,100.00,38,36.84,-12.05,-0.32,31.15,82.74,21.69,16.51
600960,2242,2015-07-21,2025-07-21,1.0000,0.0500,83.81,59.80,83.85,91,48.35,147.47,1.62,33.09,59.26,32.48,41.22
600961,2419,2015-07-21,2025-07-21,1.0000,0.0500,72.96,45.64,75.38,110,44.55,21.62,0.20,46.36,57.66,33.52,43.88
600962,2415,2015-07-21,2025-07-21,100.0000,0.0500,99.43,98.04,99.72,88,39.77,-1.31,-0.01,38.84,56.82,31.47,22.88
600963,2430,2015-07-21,2025-07-21,100.0000,0.0100,82.70,58.11,85.71,100,40.00,5.12,0.05,39.96,63.45,29.17,32.77
600965,2430,2015-07-21,2025-07-21,100.0000,0.0500,99.93,99.59,100.00,67,41.79,-10.80,-0.16,64.24,64.94,21.15,13.69
600966,2424,2015-07-21,2025-07-21,10.0000,0.0100,74.65,55.84,76.29,43,44.19,11.56,0.27,33.04,76.22,18.59,23.02
600967,2348,2015-11-16,2025-07-21,100.0000,0.0500,100.00,100.00,100.00,74,48.65,52.49,0.71,27.09,66.23,17.23,26.97
600968,1473,2019-06-26,2025-07-21,10.0000,0.0500,94.65,76.60,99.31,42,33.33,-10.56,-0.25,36.15,69.40,15.65,19.35
600969,2429,2015-07-21,2025-07-21,1.0000,0.0500,83.53,43.75,90.81,98,46.94,66.67,0.68,33.03,55.08,25.23,51.90
600970,2400,2015-07-21,2025-07-21,10.0000,0.0500,92.49,76.36,95.45,91,47.25,37.58,0.41,41.57,60.84,23.91,39.09
600971,2430,2015-07-21,2025-07-21,100.0000,0.0100,82.20,59.11,88.15,91,35.16,-42.26,-0.46,52.24,57.31,20.28,37.50
600973,2365,2015-07-21,2025-07-21,10.0000,0.0500,93.61,72.79,96.40,82,40.24,-29.54,-0.36,48.53,59.26,22.02,19.05
600975,2347,2015-07-21,2025-07-21,100.0000,0.0100,86.02,74.56,76.68,90,52.22,124.48,1.38,20.74,58.29,26.54,34.89
600976,2420,2015-07-21,2025-07-21,100.0000,0.0100,83.26,59.40,85.14,132,41.67,-4.66,-0.04,34.18,56.70,36.00,53.12
600977,2172,2016-08-09,2025-07-21,10.0000,0.0500,92.70,70.16,99.53,59,49.15,-8.10,-0.14,43.00,68.61,16.29,20.14
600979,2311,2015-07-21,2025-07-21,100.0000,0.0100,90.25,55.48,99.39,71,45.07,-7.34,-0.10,53.28,64.21,18.47,22.65
600980,2419,2015-07-21,2025-07-21,1.0000,0.1000,85.95,71.83,82.66,87,51.72,99.64,1.15,37.79,71.60,35.08,45.08
600981,2429,2015-07-21,2025-07-21,10.0000,0.0500,94.56,79.82,95.96,83,44.58,34.99,0.42,33.47,67.69,29.92,35.27
600982,2334,2015-07-21,2025-07-21,100.0000,0.0500,99.93,99.43,100.00,47,46.81,28.53,0.61,26.00,73.29,29.69,20.00
600983,2329,2015-12-11,2025-07-21,100.0000,0.0100,82.66,58.67,90.65,69,43.48,6.87,0.10,32.50,64.38,21.05,33.33
600984,2419,2015-07-21,2025-07-21,100.0000,0.0100,84.53,65.62,92.01,107,32.71,-61.78,-0.58,71.94,56.49,25.07,35.42
600985,2313,2015-07-21,2025-07-21,10.0000,0.0500,94.13,83.21,96.84,83,48.19,48.69,0.59,25.63,60.91,17.16,26.29
600986,2324,2015-07-21,2025-07-21,10.0000,0.0100,77.88,52.45,70.31,96,39.58,21.28,0.22,58.12,52.77,34.33,31.02
600987,2372,2015-07-21,2025-07-21,10.0000,0.0500,94.71,71.61,96.57,72,43.06,4.29,0.06,37.46,68.62,15.03,18.83
600988,2339,2015-07-21,2025-07-21,100.0000,0.0010,63.34,43.71,64.37,90,48.89,184.94,2.05,25.29,58.48,34.55,46.07
600989,1501,2019-05-16,2025-07-21,100.0000,0.0100,89.28,76.77,90.84,40,60.00,36.50,0.91,21.32,71.20,13.07,38.46
600990,2288,2015-07-21,2025-07-21,100.0000,0.0050,77.97,52.89,82.30,88,46.59,0.88,0.01,55.32,51.46,22.25,35.37
600992,2430,2015-07-21,2025-07-21,10.0000,0.0500,93.93,82.09,95.93,94,42.55,58.26,0.62,42.31,57.10,30.92,24.84
600993,2430,2015-07-21,2025-07-21,100.0000,0.0100,84.89,55.45,90.00,93,44.09,-14.16,-0.15,34.72,55.08,16.02,27.69
600995,2343,2015-07-21,2025-07-21,100.0000,0.0500,100.00,100.00,100.00,53,35.85,-22.82,-0.43,48.80,75.16,25.44,17.06
600996,2078,2016-12-26,2025-07-21,10.0000,0.0100,81.64,59.74,64.64,105,44.76,61.15,0.58,51.93,55.35,36.14,51.75
600997,2426,2015-07-21,2025-07-21,10.0000,0.0500,92.85,78.13,96.36,70,47.14,-9.52,-0.14,29.01,69.99,14.14,19.86
600998,2421,2015-07-21,2025-07-21,10.0000,0.1000,99.43,95.60,100.00,42,33.33,-67.66,-1.61,69.02,79.49,11.36,8.00
600999,2424,2015-07-21,2025-07-21,1.0000,0.1000,88.17,62.88,87.31,47,53.19,22.14,0.47,19.12,82.17,11.02,20.29
601000,2348,2015-07-21,2025-07-21,100.0000,0.0100,83.09,44.30,91.44,77,46.75,28.21,0.37,23.05,65.57,23.99,44.38
601001,2338,2015-07-21,2025-07-21,1.0000,0.0500,78.82,54.36,79.39,102,44.12,63.90,0.63,40.51,61.23,37.11,50.19
601002,2430,2015-07-21,2025-07-21,1.0000,0.0500,81.07,48.75,83.27,83,44.58,11.37,0.14,41.91,66.31,21.20,38.71
601003,2289,2015-11-12,2025-07-21,10.0000,0.0500,90.76,80.08,93.17,82,42.68,-19.87,-0.24,44.18,64.41,18.39,31.79
601005,2060,2015-07-21,2025-07-21,10.0000,0.0500,93.05,76.39,95.49,59,47.46,2.20,0.04,27.80,71.11,10.40,19.35
601006,2430,2015-07-21,2025-07-21,100.0000,0.0100,97.39,56.47,100.00,23,52.17,19.87,0.86,7.17,92.90,6.25,12.00
601007,2425,2015-07-21,2025-07-21,100.0000,0.0050,85.21,43.38,84.94,78,52.56,91.19,1.17,31.90,60.62,27.08,24.90
601008,2430,2015-07-21,2025-07-21,1.0000,0.1000,90.32,70.00,84.53,84,46.43,42.17,0.50,39.77,66.74,19.82,23.50
601009,2428,2015-07-21,2025-07-21,100.0000,0.0500,99.58,96.94,100.00,64,54.69,22.23,0.35,27.73,75.21,4.86,13.43
601010,2420,2015-07-21,2025-07-21,1.0000,0.1000,94.11,61.90,97.74,39,48.72,1.27,0.03,24.52,71.28,12.41,10.18
601011,2420,2015-07-21,2025-07-21,100.0000,0.0100,83.05,66.18,80.15,91,41.76,11.49,0.13,40.30,66.49,27.39,46.63
601012,2418,2015-07-21,2025-07-21,10.0000,0.0500,90.06,85.79,88.66,108,38.89,-45.68,-0.42,59.83,63.19,22.33,41.76
601015,2421,2015-07-21,2025-07-21,100.0000,0.0100,80.21,66.08,81.13,82,39.02,-49.02,-0.60,64.55,66.10,24.40,31.94
601016,2424,2015-07-21,2025-07-21,1.0000,0.1000,90.58,66.55,84.78,72,45.83,33.09,0.46,39.39,79.41,29.57,46.61
601018,2293,2015-07-21,2025-07-21,100.0000,0.1000,100.00,100.00,100.00,35,54.29,0.91,0.03,16.37,85.17,2.35,3.92
601019,1859,2017-11-22,2025-07-21,10.0000,0.0500,98.88,88.00,100.00,33,33.33,-25.30,-0.77,39.35,69.13,14.63,7.36
601020,2259,2016-03-16,2025-07-21,100.0000,0.0500,99.62,99.50,99.25,102,47.06,29.66,0.29,50.53,58.90,41.11,33.02
601021,2423,2015-07-21,2025-07-21,10.0000,0.0100,69.95,36.61,81.20,90,42.22,-2.89,-0.03,30.25,56.90,21.20,58.97
601022,633,2022-12-08,2025-07-21,100.0000,0.0050,90.21,71.70,96.20,25,52.00,44.57,1.78,9.90,57.96,25.25,54.35
601033,362,2024-01-18,2025-07-21,100.0000,0.0500,100.00,100.00,100.00,2,50.00,-0.95,-0.47,1.73,75.21,0.00,0.00
601038,2430,2015-07-21,2025-07-21,100.0000,0.0100,82.42,64.78,86.37,76,44.74,17.29,0.23,25.46,70.55,31.47,42.70
601058,2416,2015-07-21,2025-07-21,10.0000,0.0500,88.56,71.09,92.74,117,46.15,46.47,0.40,29.24,53.89,27.19,47.92
